,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
41651,41652,B006ABD1SG,AI5SG3N6F0RMN,John Ron-Je',8,10,5,1314316800,"Great stuff,and a must to have","I got into salts, the more I learned to cook.  Firstly all salt is salt,  but different textures appeal differently on your palate.  They seem so anyway.  Now the darker shades of salt do have different minerals, depending where they're from.  You need to be careful though , remember these gourmet salts do not have iodine, so make sure you continue to use table salt, though it is hard to do so.  Love this salt on salads and steak,  trust me."
416706,416707,B000COTUEG,A1F4DM5PD79Q4O,"Joyce Chabot ""joyce28""",7,9,2,1223856000,Salt Collection,"This item was a nice selection, but the shipping and handling for such a small item, mad it not worth the purchase.  Shipping and handling were $35.00 which I thought was ridiculous, I would not purchase from this store again."
368998,368999,B001D0DMMY,A1P51R2I1JDI5J,Sleepwalker,1,2,2,1297123200,Too bland,"I ordered this item, hoping that the combination of nuts would be good, but I was sadly disappointed with the taste.  Its like they tried to use as little sweetener as possible, leaving a dry, dull, bland taste and its like I could have just bought a bag of mixed nuts for cheaper than what I paid for this box of bars.<br /><br />Would not buy again."
219552,219553,B0043WOANY,A15FTMRAXABEXZ,kat,0,0,5,1334534400,very happy!,"After reading some mixed reviews, I decided not to get my hopes up too high for the chocolate pb2, so I didn't go into trying it expecting nutella or anything.  The consistency was a lot smoother than I expected, not as grainy as regular peanut butter, which I didn't mind.  It was nice and creamy and though it may not be as sweet as regular peanut butter, it was sweet enough for me to be happy to eat it alone with a spoon! haha.  I thought it was actually really good and can see myself keeping with this stuff for a long time."
12240,12241,B00141UC9I,A1EUHMS0VCAX31,"Karen ""kawaiioni02""",6,8,5,1232496000,the real review,"My puppy loves these vitality treats. After reading the other two reviews I became concerned and quickly e-mailed the company with my concerns. Here is what they replied to me which immediately relieved my worries. They also sent me documentation of their checks on the products and pictures of the non-caged chickens.<br /><br />Hello Karen,<br /><br />Thank You for contacting us here at DOGSWELL®.<br /><br />The DOGSWELL® manufacturing facilities meet the highest and most strict sanitary conditions. All of our plants have HACCP programs, have received high scores by independent Third Party auditors, have strict raw ingredient standards and continuously check our products during processing and when they are finished to ensure they meet our high quality standards. Our wet food for dogs, our dry food for dogs and our biscuits are manufactured in the U.S. and our treats are manufactured in China. We regularly visit our manufacturing facilities to ensure the quality and safety of our products. We are always looking to bring the manufacturing over to the United States, we have just not found a supplier who will add all of the vitamins and nutrients that we want at a price the consumer is willing to pay, once we find one, we will definitely bring it back over to the US.<br /><br />We don't determine our source country for ingredients based solely on the country of origin; we find the best quality ingredient combined with the highest quality supplier and testing specifications and select them. You can be confident that DOGSWELL® products are natural, high-quality and provide the best for your pet.<br /><br />Please know we certify that our products are safe and clean with regular testing and ensure that our products meet high quality standards. We test product from each batch that is produced and have never had our results come back positive for ANY harmful ingredients such as cyanuric acid, melamine, e.coli and salmonella. Moreover, please note that no DOGSWELL® product contains milk powder.<br /><br />We regularly test our products for any harmful contaminants and to ensure that they meet our quality standards. Along with an in-depth knowledge of our supply chain, our regular tests assure our customers that we are providing their pets with only the very best ingredients. Tests are conducted at independent, third-party, U.S. laboratories that follow FDA and APPMA-approved methodology. Please see attached for an example of test results for our treats; I have attached one of our VITALITY(tm) products that were tested recently.<br /><br />Our material suppliers are certified clean and clear of any contaminants. If raw ingredients do not meet their specifications and pass safety tests, then the ingredient is rejected immediately and never enters our processing facilities. Moreover, we strive to use products from suppliers that treat their animals humanely. Please see attached for an image of our chickens in their barn. I do not know of a reliable site that describes the process.<br /><br />Please know that we honestly believe that pets are family too and we feed our products to our own pets regularly. Again, we test product from each batch that is produced and have never had our results come back positive for ANY harmful ingredients.<br /><br />Please don't hesitate to contact me with ANY questions.<br /><br />Thank You,<br /><br />Jeff<br /><br />Jeff Haluck<br /><br />Marketing Assistant"
279970,279971,B00375LBQC,A1YD8FWHVR77G1,Elizabeth Arbelaez,2,2,5,1299110400,Nice color,"The pink color is very nice and bright. I made some candy hearts and they came beautifull. I also used it for cake pops but it have to be mixed with a little amount of paramount crystals to be liquid enough for coating the cake pops. It's liquids much better than Wilton's.<a href=""http://www.amazon.com/gp/product/B0008DI8OY"">Paramount Crystals</a>"
303030,303031,B000SATICI,A1ZYMIJ6SCJ8HW,Shaman,0,0,5,1279756800,Wonderful Tea!,"Love this chai tea!  The balance of spices is just perfect and I love the extra hint of orange.  I put one regular-sized scoop of this chai tea in my glass teapot and don't even bother with the infuser, add hot water, and let steep for about 5 minutes - I can get about 3 large (12 oz) mugs of tea per scoop.  The flavor is very rich and robust and holds its own with honey and milk.  I have never found any chai tea-bags that can match the full flavor of this loose tea, and having it automatically delivered once a month on Amazon's Subscribe & Save program is soooo convenient."
124650,124651,B002OG4ZBS,A385WI33EC0EHB,Ben R.,1,1,5,1303689600,Yummy!,One of the tastiest and healthiest snacks I've ever seen.  These are so good that I've already ordered another case of them!
460772,460773,B000LSJEHG,ADOI87VAVO1DG,Kay,0,0,4,1346457600,Pretty good,"The laces we usually get around here are on the softer side, and are sweeter. These are more licorice tasting, and are tougher to chew. The only thing I wasn't thrilled about was that they tasted exactly like a common red licorice candy.... I could ave gotten the flavor at the local convenience store.<br />But, I purchased them for my husband, and he loves them. He eats one every day- so they work for us."
362770,362771,B0048KD9T2,A3AWTSRAIUPBAX,PennyLaneNamegame,0,0,3,1328918400,"Great, but EXPENSIVE",12 oz of cranberry and  buffalo...for $36...you do the math.<br /><br />Great taste from the sugar and fat...but unless your a fat cat...stay back!
4348,4349,B004391DK0,A194ZPEEAAUGOU,Scottish Sweetheart,1,1,5,1306627200,Great biscuits and pancakes,"After finding out I had a sensitivity to wheat, I searched for alternatives. I decided to try this mix and make some biscuits. Wow, were they good! They sort of reminded me of challah with a slight eggy flavor. They came out more like sandwich rolls (rather than flaky biscuits) but not quite as big. I'm thinking of making them super size next time so I can slice them in half and use for my lunches. After eating corn tortillas every day, I'm glad I found something else I can have. I also made an oven pancake with the mix and that was very good too. I highly recommend it."
209399,209400,B0027Z54D4,A1WSK7Z08GP7B0,MNGrace,0,0,5,1318636800,Lunches,These are great for quick lunches at work. I do wish that they'd make a microwave bowl type but I guess that's raise the price too much.
525390,525391,B004CH66XM,AQ6MCJ6GZ9BTP,heartobam04,2,2,5,1315612800,love em',use to eat bon bons when I was a kid in high school and now no one even knows what they are. I love bon bons.
192415,192416,B006GA666U,A2LP6U03GJRAKY,mishr,0,0,1,1348704000,be careful!,"I purchased this product for my husband who loves very bold coffee.  Each time we have made the coffee in our Keurig it explodes all over.  (Clearly after the third try I have now thrown the rest away) We were lucky to always be away from the coffee maker, but if you were standing there it would have burned you.  All the other types off coffee that we have used and continue to use work perfectly, so I know that the Emeril coffee was the problem.  If you have kids keep them away from the coffee maker."
101403,101404,B00017LEXO,A13XMDOKKGRNZA,sashagirl,1,3,1,1296691200,"AWFUL, tiny kernels full of hulls","Terrible & expensive for what you get. Tiny little kernels, lots of hulls. Stick with the cheap store bought.<br />Bleh what a rip off."
186308,186309,B002LN1ME2,A2YM2NM7YZA24Q,Haseeb,1,2,5,1253923200,one of the most important minerals for asthmatics,"I've been taking this for over a year before going to bed and have not had any problems going to sleep or staying asleep at night since I've started taking it.  According to the experts, it's one of the most important minerals for asthmatics to take because it relaxes the bronchial tube muscles hence either eliminating or reducing bronchial tightness/restriction.  Although my asthma has been asymptomatic for quite some time, the magnesium is good to use for so many other reasons and to maintain my health.  It's also a natural laxitive and helps prevent indigestion.  This is 100% natural elemental magnesium citrate so there is no need to worry about taking in any strange chemicals as you would when taking a synthetic vitamin supplement."
243765,243766,B0000DIYK2,A2F9NC195MKRO1,kalyea3,0,0,5,1231718400,Great Gift!,"My husband loves these little licorice pastels.  We have only been able to find them as part of a mixture with other licorice pieces that are not his favorites.  For Christmas I did a search and found these packages of pastels by themselves.  I bought them for stocking stuffers, and my husband loves them.  This was one of my really successful surprises.  The candies are of high quality, and were shipping to me in a timely manner during the holidays, and arrived before Christmas."
367942,367943,B003B3OOPA,A2SFH8TIP8E1F1,Pugzmom,0,0,5,1334361600,Very helpful,"I suffer from frequent yeast infections. This product was recommended to me to be applied as a cream for treatment. It cuts down itching, burning feeling you get with a yeast infection, makes it a lot more tolerable. Not a quick cure, but if used at the onset of the symptoms can help keep it to a minimum."
493391,493392,B003ULFXWQ,A14CPWTZ5S51QX,Konata,0,0,5,1309392000,I'm a fan!,"This is my favorite tea! I like tea all around, but jasmine green tea is what I am really attracted to. It's a bit hard to find in stores so I usually buy 2 at a time when i do. To save a little cash since i'm a big tea drinker I alternate with with Twinnings jasmine green tea. Though nothing can really compare to the perfect harmony of the flower and tea. It's just so delicious, not too overbearingly floral either. The only tea i've found that has come close is Migty Leaf's mountain spring jasmine. But Numi is a much better value."
321064,321065,B004KNI8KM,A1DQL42HSNX5MB,Jessie O'Kennedy,0,0,5,1319846400,Memory Candy,"I ordered these Clark Candy Bars as a birthday present for my husband. This is a candy he remembered from his childhood which was many years ago, and we can't find in the store anymore. Luckily I found them on Amazon and ordered them in time for his birthday. He loves them and each time he takes one out of the container I hear a ""yum yum"". They were in perfect condition when they arrived and I'll be ordering more when he finishes these.<br />[[ASIN:B004KNI8KM Clark Bar, 100 count tub)"
398116,398117,B000V17MLS,A2R9M9ALI356JU,Jewel B.,1,1,5,1327968000,Love it! Tastes homemade!,"I lived in two places in Nepal for a total of three years and had two different cooks/ house helpers at different times that made chicken curry in their own way every Friday night with palou (spelling) which is a rice fried in ghee with cashews, coconut, etc. This is by far my favorite meal in the world! I was seeking out an easy way to make chicken curry even though it is really not that hard to do. I tried the Kitchens of India Curry Paste for Butter Chicken Curry and was blown away. It was just the right heat and I followed the directions exactly and added the recommended amount of water. I always like to try it first according to manufacturer's directions and thought the thickness of the sauce was perfect and the salt wasn't overpowering but we may add a little more water next time. I definitely recommend to not forget the fresh cilantro at the end. It really brings everything together for that authentic taste! Everyone loved it including those that weren't accustomed to spicy food. They still tolerated the spiciness just fine even though it does bring on the sweat! My husband snuck in the kitchen the next day and ate all of the leftovers! He also requested this meal for his birthday. This tastes so close to what I ate in Nepal at my home there and in the local hole in the wall restaurants so it is a very pleasant reminder of my time there. It is delicious and I'm looking forward to eating it again!"
163698,163699,B002ZJTX16,A2DEB8DJ3MYSN2,ashleygranger,0,0,5,1295568000,very yummy,"I don't usually like really crispy cookies, but the taste of these changed my mind.  I like that you get quite a few for only 100 calories.  I often go for ""quantity"" over ""quality"" so I would rather have a few thin crisp cookies than one regular cookie."
472665,472666,B005VOOL00,A3D1TZH619NKHN,In the AmaZone...,0,0,4,1335225600,Marley Coffee & Tea One Love Organic Coffee,"I found this to be a very smooth and somewhat rich coffee.  Very enjoyable with good flavor, but not with a lot of depth or darkness.  Ethiopia has produced some of the best coffee in the world, and while this may not be the best I have ever tasted, it is a very good medium roast, full flavored coffee without a lot of bitterness.  This is the best cup of pod coffee I have tasted so far.<br /><br />In addition to the pod brewer, I also tried this coffee pod in a pour-through basket with boiling water and also steeping it like a cup of tea and found that the flavor was pretty consistent, if not better when brewed outside of the pod brewer (I was able to steep the coffee much stronger and to higher yield in a cup with boiling water -but slower than the pod brewer).  The pods are marked with which side up/down and should be tucked down tight in the pod brewer for the best results.  Each pod is individually wrapped airtight, and tasted as fresh as any other pre-ground or pod coffee I have tried.  Sustainably grown."
493792,493793,B0044CPA28,A20A9P8EJ5BREG,"hasselaar ""belgie""",0,1,2,1297209600,"Typical, overly-sweet , nutritionally void American breakfast cereal","This cereal is nothing special among American breakfast cereals. It is quite sweet, very crunchy and seems more of a dessert topping than an actual healthy way to start your day.If you want to begin your day with a lot of crunchy and highly-sugared dry cereal...this is the product for you.But- do not expect this to be an item that will be healthy and provide well for you nutritionally."
427586,427587,B0006U7T1C,A1AUO1T5YMVCVO,"S. Holland ""Tractor""",1,2,5,1209340800,Jumbone's are great. Just ask my dogs!,"My dogs cannot get enough of these Jumbones. My Great Dane is not excitable about anything...EXCEPT Jumbones. She is usually reserved and holds back until my Lab gets whatever treat we are handing out. But, when it comes to Jumbones, she knocks the Lab right out of the way and follows me around the house with her nose in the air and a look that says, ""GIMME GIMME GIMME GIMME!!"""
63934,63935,B0041H7722,A2BBH5VS6XDBA,elena s keller,0,0,5,1350691200,I LOVE IT!,"I should start this off by saying that prior to trying this mix, I have NEVER liked bloody marys. Every time I tried one, I would be disappointed, and grossed out. Now that being said, this mix blew my mind! It is the best bloody mary I've ever had, and I love love LOVE it! Definitely worth the money as it is concentrated, and delicious with some lime flavored soda water added. MMMMmmMMMMMM.. I'm having one right now! :)"
162517,162518,B0024NU5EM,A1XRNFL5CKQ8ZP,Alaina698,0,0,5,1293408000,Yum!,"I am addicted to this juice. The pineapple orange apple is so delicious!!  Also, my 21 month old can easily drink the juice through a straw. The containers are the perfect size for his little hands!"
240527,240528,B001EO5T52,A1XCQ33UR5R04F,kraushaus,2,2,5,1297987200,excellent sugar substitute,"Xylitol looks and acts so much more like real sugar than other<br />alternative sweeteners. It doesn't have an aftertaste, it dissolves<br />completely, and it measures like sugar. I also like the fact<br />that a sweetener can be good for your dental health. I chose Emerald<br />Forest because it is made in America (not China) and it is<br />natural. I will definitely continue to buy this product."
57219,57220,B00817GPWQ,A377NW7WMAV2J1,J. Czajkowski,0,0,5,1297382400,My favorite flavored coffee,"I prefer flavored coffees and this one and the pumpkin spice are my absolute favorites. The chocolate and raspberry go so well with the coffee that it's like drinking dessert. Love it! And SO glad it's available on subscription. Thanks, Amazon."
183042,183043,B000PMHLZK,A1Z6OII9ZI2IF3,"B. Howard ""humankind watcher""",0,0,3,1226880000,A little dry,"I love the Jack Link products, but this a bit on the dry side and not much of a BBQ taste."
415869,415870,B000GW6786,A2OTO7TH9F433R,Fluffy,1,2,3,1233360000,Could stay a little fresher since vaccummed sealed,"Even though these are in sealed, individual packages, which is nice, it seems like they don't retain there freshness.  A few of the sticks got like shoe leather and had little taste.  I would not purchase them again.  I think they should have more flavor since they are vaccummed sealed for freshness.  Also the sticks get very hard."
371358,371359,B00429WQ0C,A2628AFUGLVRYG,NJ Shopper,3,3,5,1289692800,My new favorite cereal!,"Just the right combination of cereal, clusters, and dried peaches that come to life with milk.  My whole family really likes it.  Too expensive to have all the time though, and not available locally."
198759,198760,B001PMC3QG,AMBLDL8NPVRRV,Annie's Mom,1,1,5,1306108800,Life Saver,"My dog Annie has a health condition by the name of Megaesophagus,  anyone interested in learning about this can find information on the internet.  We had got to the point where we did not know what to feed her.<br /><br />Her regular dog food would get incapsulated in the slime, and she would vomit it all up including the slime. This food is high in protein and calories I add enough water to it and mix it well to where it passes through to her stomach.<br /><br />She has two meals a day  and thanks to finding this food I did not have to put her to sleep.  (Her condition had got that bad)"
544979,544980,B004ILKODA,A1AAJY9WDVNEEM,"Michael J. Long ""joebird""",0,0,5,1324598400,Year round enjoyment,My wife has a glass each and every day.This is the best k cup iced coffee we have tried.She likes to chill it in the fridge for a bit after brewing.Very Good!
128632,128633,B0001XIZMQ,A148JXKDZDFHOT,Lynn Mckamey,0,0,5,1335139200,Wonderful Saffron rice!,I've tried all brands and this one always comes out nicely moist and flavorful!  Mahatma is definitely far better than most other brands in all their rice selections.
536039,536040,B003VXHGDM,A2V7T3C2T2RVPH,"Zato ""spyhunter66""",0,0,3,1286668800,Just OK,"I prefer the ""extra bold"" coffees, so this one really lacking on the flavor.  It's fairly weak, at the smallest cup setting its drinkable, but I won't be buying it again.  I'd recommend the Timothy's World Coffee, Rainforest Decaf Espresso instead."
146404,146405,B0077DTS24,A2O421DTA8J0RW,"Dogs & Horses ""Spanish Norman Horses""",0,0,5,1349481600,"Excellent flavor, no after taste, smooth","I cannot abide plain coffee so I've been sampling all the flavored coffees for our new Keurig machine. Some have just been too strong for me, too bitter, or too chemically tasting. (Husband calls me Coffee goldilocks) So I was delighted to realize the Folgers Caramel Drizzle was just right. Sort of a smooth, silky feel in the mouth, mild to medium roast and not too strong at all. The caramel flavor is light and not overwhelming, but it smells GREAT while brewing. It's not quite sweet enough for me (that being said, it IS lightly sweet on it's own). I added a teaspoon of sugar to a 7 ounce cup and literally a splash of milk and it was perfect. Fortunately this is also available regularly at our local grocery store as well as Amazon. And for less than the third party sellers are offering it."
46096,46097,B001EO5QZK,A2U4YO4IY98IB7,"M. Thomas ""M. Thomas""",0,0,5,1333065600,Good stuff,"Back to buy more.  Love this tea!  I have had a lot of different green tea, jasmine green tea is my favorite, and this is my favorite jasmine green tea of any that I've tried.  Great quality and flavor!  LOVVVVE IT!"
449425,449426,B000LKZK36,A1HOHYOH2VODA5,Falcon,0,0,4,1218067200,Pretty Good,"As with all foods, your mileage may vary with this product depending on freshness and all that. I didn't much care for it at first, but I found it to be an acquired taste and I actually do like the product now.<br /><br />It can be a bit greasy, but word has it that if you let greasy 'jerky' products sit out overnight in the open air that it helps with that. I've never had an issue with it, so I don't know for sure, but I suppose it'd be worth a try if you like the taste but find it a bit oily.<br /><br />All in all, compared with some of the gross real-meat jerky products I've tried, this stuff is pretty good. But don't take my word for it, try it out for yourself."
40781,40782,B000QSQSGG,A2RQ0AT4XZUIXL,Dr Cathy Goodwin,3,3,5,1243468800,My Canine Urban Princess Loves It,"I started buying Avoderm for a cat with a skin problem. She kept licking the fur off her tummy. Nothing worked - even those high-powered pricey foods from the vet.<br /><br />Then we discovered Avoderm and now it's my primary food of choice for all three of my companion animals. My dog (the CanineUrbanPrincess) had minor skin issues when I adopted her. She kept scratching. After I switched her food to Avoderm (mixed with some California Natural), she seemed better. Her coat is shiny.<br /><br />Best of all, Gracie is a dog who eats everything in sight. ""Garbage gastritis"" is no joke to us. Avoderm (at least the chicken version) goes easy on her tummy."
563132,563133,B007JFMH8M,A3T23AA1XLC42D,PrincessKupkake,0,0,3,1342656000,Quaker Cookie,It was very tasty and soft. It was a little dry for me but my 7 year old loved it. I have a glass of milk with the cookie and it is a nice treat.
80938,80939,B005HGAV92,A11VR4LWKMO6JL,"amazonMOM ""DiamondAPRIL2009""",7,9,1,1329091200,not what i was expecting,"i was expecting a, packaged,  Tea Sampler package from ""k-Cup"".. not a bunch of single,random k-cups throw into an amazon box. some of the k-cups were damaged and already had holes in them. this is not what i was expecting at all."
460186,460187,B005BRHVD6,A17GWM51G765CB,Viper,1,1,4,1318464000,Worth it,"A slightly bitter aftertaste does not make these one of the better (easier to consume) gu flavors, but I attribute it to the caffeine which frankly is well worth it on long runs."
363010,363011,B0024NXV1Q,A3MJYQFHRYLUUB,a buyer of stuff,0,0,5,1286496000,Does not taste like a diet soda,"I am not a huge soda drinker but when I want soda I want a Coke! That's bad in my case because I'm fat! About 6 weeks ago I decided to try the Atkins diet. The Atkins diet is a lower carb diet so I had to give up sweets and sugary drinks. I needed a replacement for my occasional Cokes. I tried regular diet Coke but found that it had an after taste. A friend suggested Coke Zero.<br /><br />I love it! The taste is very similar to regular Coke (not exact) but a very satisfying alternative.<br /><br />Overall, if your looking for a GOOD tasting diet soda I don't think you can do better than Coke Zero."
294772,294773,B005V9UG18,A186UY4BXOBVWS,gjokeefe82,0,0,5,1350172800,Excellent Product,"I have tried many different types of protein drinks, and this is certainly the best one out there.  It has the best taste and the best list of ingredients.  They should bring back the Amazon Subscribe and Save option for this product."
385464,385465,B0016862HU,A22F92RJGE07FH,Mark Swope,0,0,5,1349654400,Award Winning Chile,"I use a combination of Pennery's New Mexico and Gebhardt's in my chili. I think the combination produces a very smooth Chili.  Remember to add 1TBS more of both about 30 minutes before it is done to retain the real chili powder ""bite"" that is so good."
237995,237996,B00443W2W8,A3U0IRWW71RJ0A,Beth,0,0,5,1327968000,DEEE-Licious,The flavors in this pack are delicious and taste exactly like the jar describes.  My girls love that they can really taste the differences in each flavor when creating a cotton candy of different colors.
251567,251568,B001SITYJ6,A1RDAFCAM562FR,Rod Auric,1,1,3,1320796800,As expected,"This was an impulse buy. I purchased other food items and decided to try getting this from Amazon. I later found that the same product was much cheaper at my local Big Box Membership Warehouse store. The jerky was about the same freshness as I find in local stores. I was hoping for fresher, ie softer jerky."
7345,7346,B0049ZCFUA,AKW6M31HLPH2X,L. Blaze,0,0,5,1328745600,Best marinade for Fried Turkey Ever,"This is the best marinade to inject in a Fried Turkey EVER made!  You don't have to add anything of your own (maybe a little olive oil, but that's all).  Plus there is a shaker mix you can buy to sprinkle on the top of the turkey, BUT this marinade can be injected to make a tender, juicy fried turkey.  We LOVED it!"
198923,198924,B000OQ2DJQ,A2GN22343BJY3S,issi27,2,3,5,1301443200,Keeps my mother-in-law regular,This is a great product. I send it to my mother-in-law so that she stays regular. She has had medical issues for quite some time and could never find anything that would work on a continuous basis. This does the trick.
313212,313213,B002HI4PEK,A461VTLW9G9YB,Dance Dance Dance,0,0,5,1323216000,yummy,I first tried this last year at starbucks. Now I am hooked. I really love this milk and I think its the best milk I ever had.
161140,161141,B0009YHTS8,A2FISGJSE5QMBP,"Charles Doane ""Intent matters and it matters ...",4,4,5,1206230400,A great way to please a pet,"As a special treat, a pig ear is easily one of the best choices for man's best friend. My little friend loves these and won't let them go until the last bit is done.<br /><br />Unlike some other chew treats, there aren't any parts of this which are hard to eat so you won't have any little scraps left over. No muss, no fuss and a happy dog is what you want and what you get.<br /><br />I don't know first-hand how these taste but the pooch sure does want more!"
146815,146816,B00346J940,A1XGFW5016CGQI,Cathio,2,3,5,1301529600,YUMMY!,My son loves the Andy Capp hot fries but they are way too hot for me.  I like these. They have such a good flavor and texture. Warning: they are addictive!
453560,453561,B002Y6ZYEA,AQMDFV28XQ8SE,Sunshine,2,4,1,1311811200,Contains propylene glycol,"I did not realize until I received this product, that it contains propylene glycol. To be fair to the seller, if you read down the amazon page far enough, that fact is stated.  However, I find the thought of ingesting propylene glycol disgusting, so I am going to search for a replacement that is pure natural lavender."
2448,2449,B0089SPDUW,A1R7E9MD733HX,J. Douglass,0,2,1,1339632000,Didn't like it,"Honestly, I'm not sure why so many folks like this coffee in their reviews.  It's a little weak but mostly just doesn't have a rich flavor.  It is really missing something.  I drink coffee black.  Maybe it tastes better with cream and sugar?  Before buying this coffee, I had been drinking Starbuck's French Roast and Folger's Black Silk, both of which taste SO MUCH better than this coffee."
161347,161348,B008O3G2K2,AJXDBMJBVUGSR,S. H. Wells,0,0,4,1318809600,Doggy Approved,"What a great idea for a treat.  Lickety Stik is constructed like a roll-on deodorant with a flavored dog treat inside.  Hold the Stik upside down and my dog licked away at it.  It is low calorie (great for my dog who is on a diet). It is also very easy to carry.  I keep it in my pocket.Since it has a cap and has plastic construction, it doesnt get crushed in my pocket. It makes a great little reward during training sessions.<br /><br />I find it especially helpful to reward my dog when Im teaching him a new trick. With the lickey stik he was very eager to see the stik come out.<br /><br />A few notes on the Lickety Stik's use.  The first time you use the Lickety stik, you may have to move the roller-ball with your fingers to get the treat to flow a little.  Once the dog understands that licking the ball makes the treat flow, it is not an issue. Also when he is done licking, there is no dripping.<br /><br />The Lickety Stik also has a clear window at the base of of the bottle so you know when it is time to reorder.<br /><br />The Lickety Stik is not large which makes it easy to trasport. However it does mean that if it is your primary treat for you dog, you may run out quickly.<br /><br />Overall, I can say that the dog was enthusiastic about the stick. It was easy to use. It was fun to give. I am happy with this product."
473034,473035,B008FHUKE6,AFWINK7Q39QT3,K2,0,0,1,1318464000,Too weak,A waste of my money. Extremely weak; even if I do 2 K cups at a 4 oz cup. No flavor. What I ended upd doing was to purchase Extra Bold K Cups and use Stevia Clear Hazelnut drops.
565076,565077,B001EO5U3I,A34WRF3C70VMLL,frankfromnj,2,2,5,1262131200,Great product. Delicous,"This is some of the best oatmeal I've ever had. Keep in mind that it takes over 30 minutes to cook (several hours in a slow-cooker) but it also holds very well for days in the refrigerator. Therefore, we always make at least triple batches and continue to heat them up in the microwave for the next few days. It is great reheated with frozen blueberries added to it. Mmmmmm<br /><br />If you've read that oatmeal can be healthy and a good way to reduce your cholesterol they aren't talking about instant oatmeal. Instant and quick (minute) oatmeal can be cooked quickly because it isn't the whole oats which are needed to get the health benefits. These steel cut oats have Dietary Fiber 4g made up of Soluble Fiber 2g and Insoluble Fiber 2g while <a href=""http://www.amazon.com/gp/product/B001FA1LI4"">Quaker Instant Oatmeal Variety Pack, 14.2-Ounce Boxes (Pack of 6)</a> has Dietary Fiber 3g made up of Soluble Fiber 1g and Insoluble Fiber 0g."
82544,82545,B000FL52IY,AWPESNW7MZMOU,D. Jensen,0,0,5,1274313600,Cupajoe,"Jeremiah's Pick Coffee Kona Blend, Whole Bean Coffee, I am addicted to it !!!  I buy it every time it even gets close to running out.  The folks at Jeremiah's Pick are very prompt and every order is right on time or early. Everyone has their own taste but as far as I am concerned , this is the best coffee I have ever drank !!!"
314732,314733,B001M0A6C4,A24GX20L2H7S0I,"Angeline Dorsey ""angie""",4,4,1,1344816000,THE PRICE??!,"What on Earth am I missing here? Almost 6 bucks a box? for a regular size? WHAT? If anyone can help me figure out why they are charging over $23 for 4 boxes of Cheerios, let me know. I must be misunderstanding something here."
365986,365987,B008IY5EGU,A2MW2W7H1DUOF8,Sven the Educated,1,2,3,1347494400,torn.,I am a bit torn on these Popchips Tortilla style. I really liked the original Popchips with the different flavors and textures but the tortilla do not seem a good replacement for real tortilla chips and the flavors seem a little too light and washed out. After all real tortilla chips with real salsa is great and better for you too... bean dip not as good and cheese might be the worst (health wise not taste).
146518,146519,B000WFKWDI,A29JUMRL1US6YP,HTBK,5,6,5,1278201600,Fantastic Food for Good Cat Health,"The pet food industry can be one of the most infuriating as you start doing research and discovering what trash manufacturers (and the vets who get paid off by the manufacturers) push onto the unsuspecting public. For reference, don't ask your vet - do some Internet research at sites like, for example, petfoodratings.net. What you'll find is that even the supposed ""high-end"" lines from basically every major supermarket label are horrible for your fuzzy friends. People who trust the marketing or trust their vets overpay and feed their cats foods that are full of carcinogens, cheap ingredients that are inappropriate for a cat's digestive system, and byproducts that provide nothing of value and are basically a way to make cheap profit off of literal garbage. It's a tragedy, as these same cats end up with shorter lifespans, kidney problems, UTIs, cancer, and a host of other issues, all of which could have been avoided by a high quality food.<br /><br />This is an A-Grade food. What you'll find here is very high protein content, many meat meals, potatoes, salmon oil, flax seed, and no grains, which is great as a cat is not an omnivore, it's a carnivore, and it simply does not need grains. It has 50 percent protein, which is among the highest you'll see in cat food. The first 4 ingredients are all meats.<br /><br />What you will NOT find here is the kind of junk you'll see in things like Purina One and Science Diet - byproducts (aka beaks, feathers, bird feet), brewers rice (aka the waste product from making beer), wheat flour (a leading cause of pet allergies), corn gluten (a cheap waste of space), and things like ""liver flavor"" (because they don't want to pay for the real thing). I didn't just pull those ingredients out of the air - I was reading the ingredients list of Purina One. It's pathetic.<br /><br />Don't feed your cats trash. Pay a little more to feed them good food now, and they'll lead longer, healthier, more satisfied lives as a result. It's worth it."
255053,255054,B005C8UHTY,A1M1G6M8P8SF8T,aratara28,5,6,4,1325548800,Worked as good as expected for a inexpensive item,"Followed the directions by letting the machine ""warm up"" then we only used flossing sugar (we bought online via Amazon for $19.95 for 3 flavors) in the machine and we instantly  had cotton candy forming. It made a decent amount for a serving. I noticed the sugar builds up quickly and after 3 sticks of cotton candy we had to wash the middle piece that holds the candy/sugar or else it was not going to work properly. The only negative thing my family noticed is there seem sot be ""cotton"" floating in the air while the machine is running. I did not notice it being right next to the machine but they were in the dinning room and could see the candy floating in tiny pieces through the house. Smells good & taste awesome. We did not attempt to use the hard candy. Only the flossing sugar."
472408,472409,B001F1U5WG,A1MZIMTMFZQ9US,"Susan Malone ""Boston Babe""",3,3,5,1265760000,A coffee-like break!,"I have tried herbal coffee before, and never could see the appeal, but I decided to try once again, and happened to pick up Maya Caffe.  What a pleasant surprise!  It has the richness of coffee, and a energy kick, without caffiene.  I was much surprised and pleased.<br /><br />It may not replace Starbucks, but if you want to kick caffiene, or even just looking for a warm rich beverage that's suitable for evening, I'd recommend this product highly!"
